state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,arrival
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-10-05,2089.27,2327.94,2210.53,159.0
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-10-05,2084.87,2396.81,2230.06,164.7
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-10-05,1564.37,1772.82,1669.15,192.0
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-10-05,4451.93,4704.11,4613.59,188.6
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-10-05,4615.17,4849.23,4754.61,180.6
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-10-05,4741.61,4947.03,4852.64,106.8
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-10-05,2741.93,2946.95,2838.48,145.4
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-10-05,2787.59,2961.26,2879.14,114.7
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-10-05,2515.77,2698.57,2613.23,192.0
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-10-12,2477.12,2744.56,2625.2,189.7
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-10-12,2630.37,2928.32,2760.82,179.3
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-10-12,2297.68,2480.17,2382.02,130.4
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-10-12,2501.36,2743.42,2606.3,117.6
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-10-12,2379.99,2582.27,2464.91,181.6
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-10-12,2109.78,2363.3,2199.95,166.5
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-10-12,1827.66,2090.05,2000.14,117.6
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-10-12,2059.64,2407.86,2229.9,156.0
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-10-12,1654.08,1956.28,1812.03,132.7
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-10-12,4640.1,4867.16,4733.55,192.1
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-10-12,4771.16,5063.2,4936.92,131.5
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-10-12,4496.23,4746.84,4640.19,195.6
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-10-12,2596.19,2845.67,2723.98,119.9
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-10-12,3009.14,3242.53,3125.89,154.8
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-10-12,2511.24,2777.76,2629.19,185.1
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-10-19,2374.56,2721.08,2549.44,115.1
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-10-19,2834.62,3081.0,2947.45,161.4
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-10-19,2553.59,2859.29,2698.85,143.6
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-10-19,2110.7,2362.8,2253.99,146.0
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-10-19,2458.09,2707.81,2558.33,140.1
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-10-19,2025.26,2256.21,2166.7,112.8
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-10-19,2119.6,2381.65,2208.05,108.0
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-10-19,1955.65,2291.63,2131.54,118.7
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-10-19,1912.66,2230.44,2070.92,135.3
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-10-19,4562.59,4806.94,4667.93,137.7
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-10-19,4717.42,4956.17,4859.04,131.8
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-10-19,4690.97,4954.81,4828.21,195.9
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-10-19,2669.71,2986.02,2826.1,194.7
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-10-19,2993.56,3306.65,3133.52,125.8
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-10-19,2668.77,2849.26,2760.49,156.7
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-10-26,2530.13,2809.43,2652.0,174.6
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-10-26,2742.08,3025.28,2855.44,130.1
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-10-26,2428.87,2652.34,2535.92,112.0
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-10-26,2194.33,2384.87,2290.09,148.1
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-10-26,2453.98,2696.1,2577.77,109.6
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-10-26,2250.27,2559.18,2385.57,110.8
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-10-26,1904.13,2149.71,2032.07,145.7
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-10-26,2165.49,2492.39,2317.27,130.1
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-10-26,1809.23,2117.99,1974.29,125.3
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-10-26,4428.54,4715.98,4567.37,120.4
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-10-26,4845.31,5133.28,4970.74,193.9
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-10-26,4431.74,4681.83,4557.59,160.2
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-10-26,2688.7,3018.68,2860.55,179.5
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-10-26,2608.56,2956.18,2788.26,171.0
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-10-26,2487.49,2741.82,2651.18,145.7
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-11-02,2550.54,2809.29,2639.58,154.4
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-11-02,2732.52,2930.91,2836.6,131.3
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-11-02,2446.79,2717.67,2546.61,181.1
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-11-02,2301.92,2466.08,2385.54,122.8
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-11-02,2431.95,2732.69,2572.54,130.1
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-11-02,1880.19,2130.86,2045.13,161.7
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-11-02,1940.15,2270.14,2112.93,193.3
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-11-02,2139.9,2387.72,2303.7,125.2
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-11-02,1738.17,1961.11,1830.66,164.1
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-11-02,4842.42,5150.54,4985.43,160.4
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-11-02,4748.21,5000.97,4901.67,113.0
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-11-02,4529.04,4858.05,4680.03,171.4
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-11-02,2571.68,2798.76,2657.13,171.4
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-11-02,2861.54,3180.92,3029.96,181.1
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-11-02,2745.22,2932.74,2834.39,127.6
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-11-09,2380.74,2665.0,2506.59,148.8
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-11-09,2625.01,2856.77,2762.25,195.2
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-11-09,2583.31,2831.25,2693.44,122.0
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-11-09,2318.11,2637.09,2463.03,201.3
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-11-09,2400.13,2651.37,2530.97,201.3
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-11-09,2377.16,2562.49,2469.09,202.5
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-11-09,1943.72,2176.98,2054.19,140.3
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-11-09,2081.47,2346.11,2224.93,165.9
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-11-09,1733.2,1973.79,1834.96,162.2
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-11-09,4617.27,4822.72,4700.88,186.6
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-11-09,5114.87,5354.68,5217.43,204.9
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-11-09,4626.49,4921.48,4776.69,167.1
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-11-09,2745.58,3015.95,2857.2,148.8
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-11-09,2989.48,3255.23,3112.63,152.5
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-11-09,2915.41,3200.36,3046.68,196.4
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-11-16,2482.4,2784.87,2654.51,116.9
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-11-16,2613.09,2884.52,2773.08,135.2
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-11-16,2311.93,2532.93,2441.34,187.5
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-11-16,2259.2,2508.95,2423.4,164.4
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-11-16,2345.76,2556.47,2459.18,163.2
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-11-16,2201.52,2437.26,2355.79,132.7
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-11-16,1638.97,1921.85,1804.63,196.0
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-11-16,2160.86,2392.91,2300.95,166.8
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-11-16,1411.94,1767.33,1587.78,126.6
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-11-16,4784.62,5044.48,4895.71,116.9
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-11-16,4687.43,4950.3,4806.21,153.4
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-11-16,4632.29,4865.7,4733.19,180.2
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-11-16,2827.13,3087.35,2923.72,180.2
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-11-16,3053.4,3352.9,3189.0,191.2
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-11-16,2809.66,3028.64,2903.82,185.1
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-11-23,2507.45,2750.98,2595.45,178.9
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-11-23,2702.61,2924.61,2829.54,116.0
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-11-23,2264.91,2520.08,2435.62,140.2
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-11-23,2051.46,2289.68,2160.66,186.1
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-11-23,2506.96,2724.7,2636.29,198.2
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-11-23,1881.82,2189.94,2046.18,201.9
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-11-23,1880.03,2183.34,2027.05,110.0
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-11-23,2106.3,2356.91,2222.96,112.4
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-11-23,1863.63,2156.33,2028.07,170.4
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-11-23,4718.92,5014.6,4884.12,181.3
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-11-23,4822.99,5126.73,4961.7,201.9
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-11-23,4469.34,4732.36,4599.22,165.6
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-11-23,2622.04,2913.63,2741.9,131.8
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-11-23,2906.94,3118.58,3004.69,164.4
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-11-23,2754.8,3010.03,2837.28,164.4
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-11-30,2605.04,2855.64,2715.79,149.2
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-11-30,2684.02,2942.12,2791.82,194.5
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-11-30,2394.58,2714.8,2572.76,198.1
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-11-30,2343.59,2670.07,2499.73,107.4
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-11-30,2034.47,2368.99,2210.79,191.0
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-11-30,2029.91,2274.56,2121.32,182.6
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-11-30,1773.48,2054.2,1908.79,181.4
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-11-30,2214.86,2502.14,2393.31,138.4
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-11-30,2013.54,2283.18,2168.54,187.4
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-11-30,4567.67,4809.5,4651.77,142.0
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-11-30,4758.95,5064.01,4937.51,175.4
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-11-30,4415.83,4696.35,4536.98,112.2
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-11-30,2867.37,3163.12,3002.91,127.7
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-11-30,2902.66,3148.61,3064.91,186.2
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-11-30,2462.84,2638.64,2547.71,127.7
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-12-07,2524.69,2833.38,2676.01,170.0
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-12-07,2547.04,2861.07,2700.99,184.1
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-12-07,2473.32,2718.97,2576.78,148.9
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-12-07,2214.45,2426.36,2294.9,181.7
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-12-07,2340.46,2543.55,2423.42,143.0
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-12-07,2051.22,2302.15,2198.38,151.2
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-12-07,1643.44,1923.58,1758.24,184.1
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-12-07,2010.11,2268.84,2149.15,134.8
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-12-07,1744.78,2012.19,1913.43,168.8
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-12-07,4803.13,5069.09,4917.33,171.2
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-12-07,4901.81,5191.32,5081.68,189.9
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-12-07,4613.62,4844.79,4707.3,180.5
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-12-07,2520.86,2811.63,2640.1,189.9
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-12-07,3126.08,3336.06,3219.52,179.4
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-12-07,2515.13,2697.1,2615.33,185.2
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-12-14,2394.24,2652.03,2537.7,112.3
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-12-14,2577.21,2908.33,2753.13,152.4
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-12-14,2325.24,2603.39,2433.69,128.3
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-12-14,2024.77,2308.21,2137.31,155.8
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-12-14,2275.03,2568.33,2429.26,158.1
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-12-14,2164.73,2378.81,2274.67,140.9
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-12-14,2046.74,2309.71,2142.28,131.8
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-12-14,2102.05,2397.39,2238.2,177.6
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-12-14,1798.11,2049.58,1921.95,185.6
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-12-14,4844.73,5153.66,4992.19,163.9
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-12-14,4773.12,5030.4,4931.88,171.9
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-12-14,4746.69,4982.17,4836.88,183.3
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-12-14,2659.74,2914.31,2791.01,134.1
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-12-14,2930.25,3196.53,3106.23,158.1
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-12-14,2543.49,2734.65,2648.09,144.4
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-12-21,2391.25,2634.12,2522.86,114.8
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-12-21,2662.11,2871.72,2753.27,158.3
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-12-21,2508.76,2759.28,2658.58,137.1
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-12-21,2280.29,2521.37,2399.71,185.1
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-12-21,2389.84,2647.32,2481.04,178.4
